id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,toxic,severe_toxic,subjectivity
1.36E+18,1.35E+18,2021-02-06 12:31:12 Malay Peninsula Standard Time,6/2/2021,12:31:12,800,1.35E+18,matthew19085125,Matthew Kennedy,,@ClixHimself @DonaldMustard How about you just go fighting active moving players and let the afk players die to the storm instead of getting kills you dont need,en,[],[],[],0,0,0,[],[],https://twitter.com/Matthew19085125/status/1357909687124037634,FALSE,,0,,,,,,,,"[{'screen_name': 'ClixHimself', 'name': 'Clix', 'id': '1046925014166065152'}, {'screen_name': 'DonaldMustard', 'name': 'Donald Mustard', 'id': '27280073'}]",,,,,0,0,1
1.36E+18,1.36E+18,2021-02-06 13:53:18 Malay Peninsula Standard Time,6/2/2021,13:53:18,800,1.05E+18,rad420slut,micaceta 🕵🏻‍♀️,,tô torcendo pra Karol Conká nesse bbb,pt,[],[],[],0,0,1,[],[],https://twitter.com/rad420slut/status/1357930346495541248,FALSE,,0,,,,,,,,[],,,,,0,0,0
1.36E+18,1.36E+18,2021-02-05 08:01:28 Malay Peninsula Standard Time,5/2/2021,8:01:28,800,1.26E+18,finejustfyne,Glinda the Good Bitch,,"@dezithemilano @a_ghoOOOst @marenaltman If there are more examples or more context I’m missing then someone can provide them, or else what I’m saying is correct and you all need to fuck off",en,[],[],[],2,0,1,[],[],https://twitter.com/finejustfyne/status/1357479415589052416,FALSE,,0,,,,,,,,"[{'screen_name': 'dezithemilano', 'name': '💙', 'id': '1258191243835670534'}, {'screen_name': 'a_ghoOOOst', 'name': 'spectral 🌙', 'id': '722708695'}, {'screen_name': 'marenaltman', 'name': '⚔️ MAREN ⚔️', 'id': '1457305928'}]",,,,,1,1,1
1.36E+18,1.36E+18,2021-02-06 01:52:55 Malay Peninsula Standard Time,6/2/2021,1:52:55,800,602464076,andybowers_,andy b.,,"Got an email from a previous boss at #UTMR that he shared around with colleagues in the industry as I was getting ready to graduate and job search.  Was lucky to learn from some incredible people, and it’s funny how far you can go in 4 years. Some old habits die hard though.  https://t.co/pAb0esVDU2",en,[],[],['https://pbs.twimg.com/media/EtexkYOXcAMgbpY.jpg'],2,0,43,['utmr'],[],https://twitter.com/andybowers_/status/1357749056840364035,FALSE,,1,https://pbs.twimg.com/media/EtexkYOXcAMgbpY.jpg,,,,,,,[],,,,,0,0,0
1.36E+18,1.36E+18,2021-02-04 08:58:06 Malay Peninsula Standard Time,4/2/2021,8:58:06,800,1.34E+18,midgarsucks,𝓔𝐋𝐋𝐈𝐎𝐓.,,"“Why the fuck does everyone want to get me drunk? If I’m a bitch at work, I’m a bitch off the clock. That should be fucking obvious.”",en,[],[],[],0,0,0,[],[],https://twitter.com/MidgarSucks/status/1357131281595658241,FALSE,https://twitter.com/redrumbled/status/1357127670362996738,0,,,,,,,,[],,,,,1,0,1
1.36E+18,1.36E+18,2021-02-05 15:08:29 Malay Peninsula Standard Time,5/2/2021,15:08:29,800,1.33E+18,fight_fight_111,戦え,,Fight! YOU ARE STILL A LOSER!,en,[],[],[],0,0,0,[],[],https://twitter.com/fight_fight_111/status/1357586879298764807,FALSE,,0,,,,,,,,[],,,,,1,0,1
1.36E+18,1.36E+18,2021-02-05 10:26:14 Malay Peninsula Standard Time,5/2/2021,10:26:14,800,1.22E+18,jackthecommie,Jack The Water Orc Overlord,,"@MavenOfMayhem You are gorgeous, and I would still hit that, so this mans needs to try harder with his insults, just showed that he is a little bitch who needs a good woman to guide him, honestly he needs to fuck off with that shit.",en,[],[],[],0,0,0,[],[],https://twitter.com/JackTheCommie/status/1357515847233921025,FALSE,,0,,,,,,,,"[{'screen_name': 'MavenOfMayhem', 'name': 'Amanda Jetté Knox', 'id': '37109075'}]",,,,,1,1,1
1.36E+18,1.36E+18,2021-02-05 19:05:53 Malay Peninsula Standard Time,5/2/2021,19:05:53,800,1.22E+18,dolorescarino6,LDHeartDefenders x Dolor💚☘️(^_-)🇵🇭,,You are not born a winner; you are not born a loser. You are born a chooser.  LOUDRE MakesOurLifeComplete @louyanong @itsdredesu,en,"[{'screen_name': 'louyanong', 'name': 'lou yanong', 'id': '1113037798490005505'}, {'screen_name': 'itsdredesu', 'name': 'andré', 'id': '1112698779684220928'}]",[],[],0,1,0,[],[],https://twitter.com/DoloresCarino6/status/1357646621614301184,FALSE,,0,,,,,,,,[],,,,,0,0,1
1.36E+18,1.36E+18,2021-02-06 14:29:09 Malay Peninsula Standard Time,6/2/2021,14:29:09,800,1.33E+18,cfonice,cfonice,,@caidepgun I love that transhawks is a huge thing in this fandom. Idk where it came from or how it got started but omfg the representation and how (from what I’ve seen) he’s written so well makes my dumb heart sing. 😭  https://t.co/f7TRkKDXue,en,[],[],['https://pbs.twimg.com/tweet_video_thumb/EthepuxXIAAH1jy.jpg'],0,0,0,[],[],https://twitter.com/cfonice/status/1357939369898876929,FALSE,,1,https://pbs.twimg.com/tweet_video_thumb/EthepuxXIAAH1jy.jpg,,,,,,,"[{'screen_name': 'caidepgun', 'name': 'Ty❗e 🖍🎒 300 spoilers', 'id': '1242274044025552896'}]",,,,,0,0,1
1.36E+18,1.36E+18,2021-02-06 00:45:26 Malay Peninsula Standard Time,6/2/2021,0:45:26,800,9.05E+17,kermitscumsock,Corgus,,If you make ship art of Eri and Koda you are a new level of heterosexual loser,en,[],[],[],0,0,6,[],[],https://twitter.com/kermitscumsock/status/1357732073751146497,FALSE,,0,,,,,,,,[],,,,,1,1,1
1.36E+18,1.36E+18,2021-02-06 14:29:23 Malay Peninsula Standard Time,6/2/2021,14:29:23,800,55645757,descovauash,Bougie Bohemian,,@gigithegoddesss @swagAmated Men are dumb. Be Brave &amp; Shoot your shot Chica  https://t.co/SPQylQEgj4,en,[],[],['https://pbs.twimg.com/tweet_video_thumb/EthethsXcAEZoUc.jpg'],0,0,0,[],[],https://twitter.com/DescovaUAsh/status/1357939428891783169,FALSE,,1,https://pbs.twimg.com/tweet_video_thumb/EthethsXcAEZoUc.jpg,,,,,,,"[{'screen_name': 'gigithegoddesss', 'name': 'Joeboy Stan Acct', 'id': '1269533482587435008'}, {'screen_name': 'swagAmated', 'name': 'Rozé Roz', 'id': '37241323'}]",,,,,1,0,1
1.36E+18,1.36E+18,2021-02-05 05:28:05 Malay Peninsula Standard Time,5/2/2021,5:28:05,800,549067383,joshuamagdalen1,YTL 🧜🏽‍♂️,,Bitch you discussed me get the fuck off my time 😂😂😂😫 owwwwweeeeeee 💫💫💫💫👏🏼🧜🏾‍♂️,en,[],[],[],1,0,1,[],[],https://twitter.com/joshuamagdalen1/status/1357440816889745410,FALSE,,0,,,,,,,,[],,,,,1,1,1
1.36E+18,1.36E+18,2021-02-06 14:28:51 Malay Peninsula Standard Time,6/2/2021,14:28:51,800,1.34E+18,dumbmyles,MylesIsDumb,,@k4rl_br4inr0t I’ve awoken 💔,en,[],[],[],1,0,1,[],[],https://twitter.com/DumbMyles/status/1357939292589461505,FALSE,,0,,,,,,,,"[{'screen_name': 'k4rl_br4inr0t', 'name': 'sam loves karl and alex', 'id': '1312166461515984902'}]",,,,,0,0,0
1.36E+18,1.36E+18,2021-02-03 10:58:23 Malay Peninsula Standard Time,3/2/2021,10:58:23,800,3430063811,rosinajax,Rosina,,"@KingJames Well if you said to me to sit the fuck down and called me a bitch, i would likely be taken out in cuffs. Don’t care who you are or how much money you make.. talk to me like that the gloves come off 🤷🏻‍♀️",en,[],[],[],0,0,0,[],[],https://twitter.com/rosinajax/status/1356799162508070913,FALSE,,0,,,,,,,,"[{'screen_name': 'KingJames', 'name': 'LeBron James', 'id': '23083404'}]",,,,,1,0,1
1.36E+18,1.36E+18,2021-02-03 07:20:16 Malay Peninsula Standard Time,3/2/2021,7:20:16,800,1.34E+18,aronbeth,Not Beth Aron's Daughter,,Fucking try to make an el of me from data you got of some shit you put on my head and then tranquilized me I dont think so. I havent been me since 2015. I was steps ahead of your bitch ass. I remember when that shit came off my head to make the 89 to my 88. Go fuck yourselves...,en,[],[],[],0,0,0,[],[],https://twitter.com/AronBeth/status/1356744275283836928,FALSE,,0,,,,,,,,[],,,,,1,1,1
1.36E+18,1.36E+18,2021-02-05 11:22:12 Malay Peninsula Standard Time,5/2/2021,11:22:12,800,1.13E+18,bulimicw,Bulimic Rainbows Vomit What?,,"@legendgoat2 @jayfresh5150 @PFF Dude, you’re a niners fan and I said Stafford is a born loser and “you came At me”. You are weak if you think that’s attacking someone. Now go waddle away, BRO.",en,[],[],[],1,0,0,[],[],https://twitter.com/BulimicW/status/1357529931840974862,FALSE,,0,,,,,,,,"[{'screen_name': 'legendgoat2', 'name': 'Legend&Goat', 'id': '1322327447275098114'}, {'screen_name': 'jayfresh5150', 'name': 'Johnny Contreras', 'id': '633197899'}, {'screen_name': 'PFF', 'name': 'PFF', 'id': '87954771'}]",,,,,1,1,1
1.36E+18,1.36E+18,2021-02-06 10:55:47 Malay Peninsula Standard Time,6/2/2021,10:55:47,800,221700935,ihariibo,Harry Hennessy,,"@BallouxFrancois @seanfitz Why is this your sticking point? A year or so with no foreign travel, is way better than watching friends and family die. Do you not agree? 100k dead in the UK but at least I can go abroad. Ffs your meant to be a prof.",en,[],[],[],0,0,0,[],[],https://twitter.com/ihariibo/status/1357885673693454337,FALSE,,0,,,,,,,,"[{'screen_name': 'BallouxFrancois', 'name': 'Prof Francois Balloux', 'id': '1113747629282930688'}, {'screen_name': 'seanfitz', 'name': 'Sean FitzGerald (wears a mask)', 'id': '742233'}]",,,,,1,0,1
1.36E+18,1.36E+18,2021-02-04 09:08:17 Malay Peninsula Standard Time,4/2/2021,9:08:17,800,1.25E+18,superberries666,berry says fuck gabi,,I just realized that I come off as an asshole sometimes on accident.  Believe me when I say that I never meant to be mean to any of you guys. I love you all too much. I’m sorry for being an idiot,en,[],[],[],3,0,1,[],[],https://twitter.com/SuperBerries666/status/1357133843568984065,FALSE,,0,,,,,,,,[],,,,,0,0,1
1.36E+18,1.36E+18,2021-02-06 08:14:54 Malay Peninsula Standard Time,6/2/2021,8:14:54,800,1.35E+18,hernameisbeyou,AspireWHO,,If i cut you off then i mean it now it’s fuck a bitch! 🤷🏽‍♀️,en,[],[],[],0,0,0,[],[],https://twitter.com/hernameisbeyou/status/1357845186525724672,FALSE,,0,,,,,,,,[],,,,,1,1,1
1.36E+18,1.36E+18,2021-02-06 14:28:01 Malay Peninsula Standard Time,6/2/2021,14:28:01,800,1.18E+18,candykon___,andy•°.📚,,@iKON_HISTORY Dumb and dumber  #StanWorld #iKON @YG_iKONIC,en,"[{'screen_name': 'yg_ikonic', 'name': 'ikon global ikonic', 'id': '3504585734'}]",[],[],0,0,0,"['stanworld', 'ikon']",[],https://twitter.com/Candykon___/status/1357939084426055680,FALSE,,0,,,,,,,,"[{'screen_name': 'iKON_HISTORY', 'name': 'iKON HISTORY', 'id': '1282893566079938560'}]",,,,,1,0,1
1.36E+18,1.36E+18,2021-02-06 03:08:22 Malay Peninsula Standard Time,6/2/2021,3:08:22,800,554588946,jadaaamo_,Jada Mo🦋,,My friend called me yesterday waxing her pussy talm bout sum Jada it won’t come off😂😭 bitch fuck You mean rip that shit off😂😂,en,[],[],[],0,0,0,[],[],https://twitter.com/jadaaamo_/status/1357768043837837312,FALSE,,0,,,,,,,,[],,,,,0,0,1
1.36E+18,1.36E+18,2021-02-06 14:26:42 Malay Peninsula Standard Time,6/2/2021,14:26:42,800,1.30E+18,undcrestimated,⭐️Qᴜᴇᴇɴ Sᴛᴀʀ Bᴜᴛᴛᴇʀғʟʏ🦋,,It's not real...  My mind is playing tricks on me... to test me! Yeah! That's it... I WILL NOT BACK DOWN ON MY DUTIES STUPID BRAIN,en,[],[],[],0,0,0,[],[],https://twitter.com/undcrestimated/status/1357938751700410368,FALSE,,0,,,,,,,,[],,,,,0,0,1
1.36E+18,1.36E+18,2021-02-06 13:42:35 Malay Peninsula Standard Time,6/2/2021,13:42:35,800,1.36E+18,gayblacklibera1,Gay Black Liberal Conservative,,@AaronGoodman33 If you’re not a certified myeloma expert why do you continue to bash this drug? Haha. I’m guessing there are financial reasons why you and fellow clown al-ola loser have singled this one drug out? My aunt is still alive because of this drug. No thanks to you.,en,[],[],[],0,0,0,[],[],https://twitter.com/GayBlackLibera1/status/1357927649885192193,FALSE,,0,,,,,,,,"[{'screen_name': 'AaronGoodman33', 'name': 'Aaron Goodman', 'id': '854692626015993857'}]",,,,,1,0,1
1.36E+18,1.36E+18,2021-02-06 14:27:12 Malay Peninsula Standard Time,6/2/2021,14:27:12,800,1.23E+18,lokisfolie,— rayvin,,@H0TCHsB0NES yeah the shit with the frost-giants was so dumb. He overreacted in my opinion,en,[],[],[],0,0,0,[],[],https://twitter.com/LOKISFOLIE/status/1357938878280261632,FALSE,,0,,,,,,,,"[{'screen_name': 'H0TCHsB0NES', 'name': 'bones', 'id': '1339357570910318594'}]",,,,,1,0,1
1.36E+18,1.36E+18,2021-02-06 14:04:28 Malay Peninsula Standard Time,6/2/2021,14:04:28,800,1.01E+18,starkovsuns,isa,,can they go one episode without slut shaming,en,[],[],[],0,0,1,[],[],https://twitter.com/starkovsuns/status/1357933156020740097,FALSE,,0,,,,,,,,[],,,,,0,0,1
1.36E+18,1.36E+18,2021-02-05 12:45:18 Malay Peninsula Standard Time,5/2/2021,12:45:18,800,1.34E+18,chris92572044,Chris,,@RepMTG Today you hold the biggest L you've ever held. Hope this haunts you forever that even your own side said fuck off crazy bitch.,en,[],[],[],0,0,0,[],[],https://twitter.com/Chris92572044/status/1357550848176455681,FALSE,,0,,,,,,,,"[{'screen_name': 'RepMTG', 'name': 'Rep. Marjorie Taylor Greene', 'id': '1344356576786866176'}]",,,,,1,1,1
1.36E+18,1.36E+18,2021-02-06 14:26:11 Malay Peninsula Standard Time,6/2/2021,14:26:11,800,9.13E+17,metran151,Linda,,@GaleTStrong This is batshit stupid. And who counsels and pays this lawyer. 🤣🤬,en,[],[],[],0,0,0,[],[],https://twitter.com/Metran151/status/1357938620620034051,FALSE,,0,,,,,,,,"[{'screen_name': 'GaleTStrong', 'name': 'Gale Turner Strong', 'id': '821125811436748800'}]",,,,,1,1,1
1.36E+18,1.36E+18,2021-02-05 01:19:55 Malay Peninsula Standard Time,5/2/2021,1:19:55,800,7.37E+17,yulizzamoralezz,Mala Diabla ♡💋,,People like this pisses me the fuck off. Like grow the fuck up already. Damaging others property like really dude c’mon!!!! Karma is a bitch and she’ll be waiting for you!!,en,[],[],[],0,0,1,[],[],https://twitter.com/YulizzaMoralezz/status/1357378363015516160,FALSE,https://twitter.com/_bbrirose/status/1356361164012183553,0,,,,,,,,[],,,,,1,1,1
1.36E+18,1.36E+18,2021-02-05 12:18:37 Malay Peninsula Standard Time,5/2/2021,12:18:37,800,1.20E+18,occulthours,Occult Hours 🔱,,"I talk and &amp; post about magic because there's a ""reality"" to how it works. Most people go on making shit up and assuming how it ""works""   When someone does high level black magic &amp; doesnt die or get blow back, explain that to me. Cuz yall swear you know",en,[],[],[],2,0,12,[],[],https://twitter.com/OccultHours/status/1357544131015409669,FALSE,,0,,,,,,,,[],,,,,0,0,0
1.36E+18,1.36E+18,2021-02-05 23:57:53 Malay Peninsula Standard Time,5/2/2021,23:57:53,800,1.26E+18,joshallsos,josh,,@LOUISCOCKWHORE @InnocentSOSash NDJFKEK PLS WHEN ALL OF THIS DIES DOWN AND WE ALL GO BACK TO OUR USUAL SELVES JUST GET READY FOR THE AMOUNT OF CONCEPTS YOU SEE ON YOUR TL BECAUSE WE ALL GET H WORD VERY EASILY-,en,[],[],[],1,0,1,[],[],https://twitter.com/joshallsos/status/1357720106403565574,FALSE,,0,,,,,,,,"[{'screen_name': 'LOUISCOCKWHORE', 'name': 'ً m', 'id': '1356363950527557632'}, {'screen_name': 'InnocentSOSash', 'name': 'asston loves rat', 'id': '1263551311242571779'}]",,,,,0,0,0
1.36E+18,1.36E+18,2021-02-06 14:33:34 Malay Peninsula Standard Time,6/2/2021,14:33:34,800,4488259813,donutrsuscitate,Doctor-Elect Todd,,@StuBrain @_sippingtea_ @DoniForMayor Oh so stupid logic is proof.,en,[],[],[],0,0,0,[],[],https://twitter.com/DonutRsuscitate/status/1357940479309021184,FALSE,,0,,,,,,,,"[{'screen_name': 'StuBrain', 'name': 'Stu Brain', 'id': '1243615685508382721'}, {'screen_name': '_sippingtea_', 'name': 'Valentina', 'id': '4833370998'}, {'screen_name': 'DoniForMayor', 'name': 'Doni Anthony For Mayor', 'id': '1353571479326175233'}]",,,,,1,0,1
1.36E+18,1.36E+18,2021-02-04 02:18:01 Malay Peninsula Standard Time,4/2/2021,2:18:01,800,1.32E+18,3rdeyetimes,Didi Taylor,,"the fact m*ren *ltm*n really sat here and profited off astrologers of color only to say ""im not a leftist cause i learned finance"" bitch youre not a leftist bc you have nothing to gain tearing down a racist method that aided your career. fuck outta here fr.",en,[],[],[],0,0,0,[],[],https://twitter.com/3rdeyetimes/status/1357030598855041024,FALSE,,0,,,,,,,,[],,,,,1,1,1
1.36E+18,1.36E+18,2021-02-06 13:59:32 Malay Peninsula Standard Time,6/2/2021,13:59:32,800,7.47E+17,fangirlkaygwy,YANNA IS NOT A SLUT,,@ashiafern YUHHHH,und,[],[],[],0,0,0,[],[],https://twitter.com/fangirlkaygwy/status/1357931915249025025,FALSE,,0,,,,,,,,"[{'screen_name': 'ashiafern', 'name': 'seren', 'id': '1231936235620323330'}]",,,,,0,0,0
1.36E+18,1.36E+18,2021-02-06 14:09:43 Malay Peninsula Standard Time,6/2/2021,14:09:43,800,1.30E+18,mosthatedhalo,xai,,@91LOUISGOLDEN @LWTGAY28 keep mine whore,en,[],[],[],1,0,0,[],[],https://twitter.com/mosthatedhalo/status/1357934476286857216,FALSE,,0,,,,,,,,"[{'screen_name': '91LOUISGOLDEN', 'name': ""allen♡'s piano."", 'id': '1326170071199227905'}, {'screen_name': 'LWTGAY28', 'name': ""niall's gf (real !!)"", 'id': '1301901780142317568'}]",,,,,1,0,1
1.36E+18,1.36E+18,2021-02-06 14:33:47 Malay Peninsula Standard Time,6/2/2021,14:33:47,800,1.35E+18,doyoungsdoll,ry :D!,,@M1NGKISTAR like how unhinged i am and they stupid shit i say is how i am frl,en,[],[],[],0,0,0,[],[],https://twitter.com/doyoungsdoll/status/1357940535768489984,FALSE,,0,,,,,,,,"[{'screen_name': 'M1NGKISTAR', 'name': 'star 🌌 2021.3.1', 'id': '1149561842471067649'}]",,,,,1,0,1
1.36E+18,1.36E+18,2021-02-05 10:45:34 Malay Peninsula Standard Time,5/2/2021,10:45:34,800,135278269,namaztak,James Katzaman Jr,,"Other little things that were tossed in this time:  ""dO wHaT yOu'Re PaSsIoNaTe AbOuT"" bitch, no. None of my ""passions"" are things I want to, or even can make into work.  ""YoU jUsT gOt UsEd To FrEe MoNeY"" ACTUALLY FUCK OFF. Not working all year is the safest thing I could've done!",en,[],[],[],0,0,0,[],[],https://twitter.com/Namaztak/status/1357520715617042433,FALSE,,0,,,,,,,,[],,,,,1,0,1
1.36E+18,1.36E+18,2021-02-05 16:24:01 Malay Peninsula Standard Time,5/2/2021,16:24:01,800,1.29E+18,valisereblossom,c,,"archie is not a child anymore betty can’t just go and forbid him to make his own life choices. everyone but veronica seemed fine with his choice and i promise you betty, mary &amp; jughead didn’t accept it because they want him to die but they trust him regarding his own choices",en,[],[],[],1,10,94,[],[],https://twitter.com/valisereblossom/status/1357605887146414081,FALSE,https://twitter.com/bdrchie/status/1357602537650675712,0,,,,,,,,[],,,,,0,0,1
1.36E+18,1.36E+18,2021-02-06 14:32:36 Malay Peninsula Standard Time,6/2/2021,14:32:36,800,1.15E+18,ishansteve,Steve Ishan (Invisible Chef),,@SamsonKasumba Naye singa tewalina Bakama boo Bino wandi byogedde direct kumpeewo😲🚮... You're so Dumb and fake  .@Zansanze-Sam toli weka😂,tl,"[{'screen_name': 'zansanze', 'name': 'zansanze jalia', 'id': '1562996713'}]",[],[],0,0,0,[],[],https://twitter.com/IshanSteve/status/1357940235863289858,FALSE,,0,,,,,,,,"[{'screen_name': 'SamsonKasumba', 'name': 'Samson Kasumba-Mulun', 'id': '1860378042'}]",,,,,1,1,1
1.36E+18,1.36E+18,2021-02-05 19:29:49 Malay Peninsula Standard Time,5/2/2021,19:29:49,800,129440417,kyberdude,Kyberdude🧢,,"@VaushV She was livestream CoD while the insurrection was going on. Some dude said she played like ass and she went off on him saying something like “What the fuck did you just fucking say about me, you little bitch? I’ll have you know I graduated top of my class in the Navy Seals...”",en,[],[],[],0,0,0,[],[],https://twitter.com/Kyberdude/status/1357652647327617025,FALSE,,0,,,,,,,,"[{'screen_name': 'VaushV', 'name': 'Vaush', 'id': '1099570025491423233'}]",,,,,1,1,1
1.36E+18,1.36E+18,2021-02-06 14:30:47 Malay Peninsula Standard Time,6/2/2021,14:30:47,800,600494815,rose_rose46,Martin rose,,@YoufeckingIdiot Well do stupid fecking things this is what you get in return 👏twat.  Hope he's ok though 🤣🤣🤣🤣,en,[],[],[],0,0,0,[],[],https://twitter.com/rose_rose46/status/1357939780055613442,FALSE,,0,,,,,,,,"[{'screen_name': 'YoufeckingIdiot', 'name': 'You Fecking Idiot', 'id': '1348788000'}]",,,,,1,0,1
