id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1357940248592797697,1357940248592797697,2021-02-06 14:32:39 Malay Peninsula Standard Time,2021-02-06,14:32:39,+0800,794956596975521792,giawsza,ًslut!,,YEAHH   https://t.co/qhJS5sxnTu,en,[],[],[],0,0,0,[],[],https://twitter.com/giawsza/status/1357940248592797697,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1357926334836707328/pu/img/-PlpYcmQTUjHOKhi.jpg,,,,,,,[],,,,
1357940241932242946,1357915232866234370,2021-02-06 14:32:37 Malay Peninsula Standard Time,2021-02-06,14:32:37,+0800,1291320279164047360,joyoflov,JoyOfLoves,,@Maria_Gill4u @18konulufilmler @boundhotties @Desi_whore @AapkiBhabi @afreen9878 @Alishak1122 @BestPorn_V @Aryanraj825 Two Black dates,en,[],[],[],0,0,0,[],[],https://twitter.com/JoyOfLov/status/1357940241932242946,False,,0,,,,,,,,"[{'screen_name': 'Maria_Gill4u', 'name': 'Maria Gill', 'id': '1149621038524719105'}, {'screen_name': '18konulufilmler', 'name': '+18 Konulu Filmler', 'id': '1123247847258894336'}, {'screen_name': 'boundhotties', 'name': 'Bound Hotties', 'id': '354679396'}, {'screen_name': 'Desi_whore', 'name': 'Maria Mallikal', 'id': '936864831222661120'}, {'screen_name': 'AapkiBhabi', 'name': 'Aapki Bhabi', 'id': '1068791779296604160'}, {'screen_name': 'afreen9878', 'name': 'Afreen ahmed', 'id': '1117386723703476224'}, {'screen_name': 'Alishak1122', 'name': 'Alisha Khan', 'id': '1136560472386428928'}, {'screen_name': 'BestPorn_V', 'name': 'Best Promo', 'id': '1205154398214602752'}, {'screen_name': 'Aryanraj825', 'name': 'pic and video and enjoy', 'id': '1029384726203834370'}]",,,,
1357940240070152198,1357940240070152198,2021-02-06 14:32:37 Malay Peninsula Standard Time,2021-02-06,14:32:37,+0800,36710189,mrshadyshadow,Aspergian Alien,,"The LGBT ""community"" love to defend those who continue to behave like oversexed promiscuous narcissists, calling it Slut-shaming. Yet we never hear how monogamy-shaming, image obsession &amp; ageism among some gay men is normalised &amp; even encouraged.  https://t.co/Qydr0HZmA9",en,[],['https://www.huffpost.com/entry/the-promiscuity-culture-war-among-the-gay-community_n_55d4c748e4b0ab468d9f6211'],[],0,0,0,[],[],https://twitter.com/mrshadyshadow/status/1357940240070152198,False,,0,,,,,,,,[],,,,
1357940239256420352,1357783969266294790,2021-02-06 14:32:37 Malay Peninsula Standard Time,2021-02-06,14:32:37,+0800,1306761402108071937,reikaorup,whore (cris) 🥞🦇 kuzuhaP,,@yun_teehee NAZUNO,sl,[],[],[],0,0,0,[],[],https://twitter.com/reikaoruP/status/1357940239256420352,False,,0,,,,,,,,"[{'screen_name': 'yun_teehee', 'name': 'yun~chan ☆ XIAO AND DILUC HAVER', 'id': '1100610490638585857'}]",,,,
1357940234936320007,1357940234936320007,2021-02-06 14:32:35 Malay Peninsula Standard Time,2021-02-06,14:32:35,+0800,42681800,veraptdarzraway,**whistle** SLUT!! **pop**,,"It’s the tig Oles on me back, for I..",en,[],[],[],0,0,0,[],[],https://twitter.com/VeraPtDaRzrAway/status/1357940234936320007,False,https://twitter.com/fineeeszn/status/1357934608394944516,0,,,,,,,,[],,,,
1357940226887471104,1357940226887471104,2021-02-06 14:32:34 Malay Peninsula Standard Time,2021-02-06,14:32:34,+0800,172142110,_parismorgann,Big Pari$,,I like to be fucked like a slut. Come here daddy let me eat it uuuuuppp 😅 that’s my fav part,en,[],[],[],0,0,0,[],[],https://twitter.com/_parismorgann/status/1357940226887471104,False,,0,,,,,,,,[],,,,
1357940220038160385,1357940220038160385,2021-02-06 14:32:32 Malay Peninsula Standard Time,2021-02-06,14:32:32,+0800,1278037032611299331,gothicmentat,8 legged whore,,logging onto call of duty just to call children slurs,en,[],[],[],0,0,0,[],[],https://twitter.com/gothicmentat/status/1357940220038160385,False,,0,,,,,,,,[],,,,
1357940199070777344,1357780329373851663,2021-02-06 14:32:27 Malay Peninsula Standard Time,2021-02-06,14:32:27,+0800,1306761402108071937,reikaorup,whore (cris) 🥞🦇 kuzuhaP,,@remiasaki medor mi,es,[],[],[],0,0,0,[],[],https://twitter.com/reikaoruP/status/1357940199070777344,False,,0,,,,,,,,"[{'screen_name': 'remiasaki', 'name': 'noah. 🌐 kanaeP', 'id': '1253041301551013890'}]",,,,
1357940198823329793,1357939344787521538,2021-02-06 14:32:27 Malay Peninsula Standard Time,2021-02-06,14:32:27,+0800,1246844717444325382,kokobopbixtch,güneş 🔞,,"“Look how greedy your hole is for me baby, yet you  go around flirting with some horny bastards like a whore.""  https://t.co/3BgynN2uIx",en,[],[],['https://pbs.twimg.com/tweet_video_thumb/EthfaJhXMAAG1OR.jpg'],1,0,0,[],[],https://twitter.com/kokobopbixtch/status/1357940198823329793,False,,1,https://pbs.twimg.com/tweet_video_thumb/EthfaJhXMAAG1OR.jpg,,,,,,,[],,,,
1357940196885614596,1357940196885614596,2021-02-06 14:32:26 Malay Peninsula Standard Time,2021-02-06,14:32:26,+0800,1045465088604479488,rad420slut,micaceta 🕵🏻‍♀️,,Já foi ou tem vontade de ir em motel? — nunca fui sou menor de idade   https://t.co/ajlic8hcYF,pt,[],['https://curiouscat.qa/frankcccean/post/1181024552'],[],0,0,0,[],[],https://twitter.com/rad420slut/status/1357940196885614596,False,,0,,,,,,,,[],,,,
1357940192460427264,1357925898540904448,2021-02-06 14:32:25 Malay Peninsula Standard Time,2021-02-06,14:32:25,+0800,1357932694823309312,womennasf,whore,,@TGTATBOB3SSON @SINCEREBESSON @womenasff @womenasf babe can you count...?,en,[],[],[],1,0,0,[],[],https://twitter.com/womennasf/status/1357940192460427264,False,,0,,,,,,,,"[{'screen_name': 'TGTATBOB3SSON', 'name': 'mags🪐', 'id': '1325527346774994945'}, {'screen_name': 'SINCEREBESSON', 'name': 'annabel ⋆', 'id': '1267673160679337990'}, {'screen_name': 'womenasff', 'name': 'womenasff', 'id': '1357931747992772608'}, {'screen_name': 'womenasf', 'name': 'ً', 'id': '1356361409102155776'}]",,,,
1357940182675300356,1357940182675300356,2021-02-06 14:32:23 Malay Peninsula Standard Time,2021-02-06,14:32:23,+0800,4392110363,autistbuddhan,Autistbuddha,,"”Naturen hatar ett vakuum [...] det tar aldrig slut, dumheten är oändlig...”  Bra sagt av @AronFlam",sv,"[{'screen_name': 'aronflam', 'name': 'aron flam \U0001f978', 'id': '120059562'}]",[],[],0,0,0,[],[],https://twitter.com/Autistbuddhan/status/1357940182675300356,False,,0,,,,,,,,[],,,,
1357940177818165257,1357869966175928320,2021-02-06 14:32:22 Malay Peninsula Standard Time,2021-02-06,14:32:22,+0800,1202000617083768832,kiiracat,💙 kiira 💙,,@damethewolfypup @Asriel_the_slut very very cute,en,[],[],[],0,0,0,[],[],https://twitter.com/KiiraCat/status/1357940177818165257,False,,0,,,,,,,,"[{'screen_name': 'damethewolfypup', 'name': '♡damian the dog UwU', 'id': '1138171086313598976'}, {'screen_name': 'Asriel_the_slut', 'name': 'Asriel Dreemur (Multi muse account)', 'id': '1292965660558008326'}]",,,,
1357940166048948228,1357940166048948228,2021-02-06 14:32:19 Malay Peninsula Standard Time,2021-02-06,14:32:19,+0800,844456612815388673,chuan_sg,Chuan,,I bet you shower naked you slut,en,[],[],[],0,0,1,[],[],https://twitter.com/chuan_sg/status/1357940166048948228,False,https://twitter.com/OldMemeArchive/status/1357939845365174272,0,,,,,,,,[],,,,
1357940157916327936,1357939809109557255,2021-02-06 14:32:17 Malay Peninsula Standard Time,2021-02-06,14:32:17,+0800,1330309066145615873,mikeydeji,Deji (Mikey) | slut arc,,@benjimarux I want what they have,en,[],[],[],1,0,1,[],[],https://twitter.com/mikeydeji/status/1357940157916327936,False,,0,,,,,,,,"[{'screen_name': 'benjimarux', 'name': '✨maxwell ✨', 'id': '1304123472831012865'}]",,,,
1357940151658237955,1357914415736135680,2021-02-06 14:32:16 Malay Peninsula Standard Time,2021-02-06,14:32:16,+0800,991754732988321792,cyber7n,Stupid Spoiled Whore,,@meowmichelada ;~;,und,[],[],[],0,0,0,[],[],https://twitter.com/Cyber7n/status/1357940151658237955,False,,0,,,,,,,,"[{'screen_name': 'meowmichelada', 'name': 'michaela', 'id': '24808205'}]",,,,
1357940144767070209,1357940144767070209,2021-02-06 14:32:14 Malay Peninsula Standard Time,2021-02-06,14:32:14,+0800,1089993189015109633,zeppelinslut,Pransh🐱🌻,,Go back to crying about reservations please. I miss those tears,en,[],[],[],0,0,3,[],[],https://twitter.com/ZeppelinSlut/status/1357940144767070209,False,https://twitter.com/dinesh__bhanot/status/1357285531063754755,0,,,,,,,,[],,,,
1357940144297431040,1357940144297431040,2021-02-06 14:32:14 Malay Peninsula Standard Time,2021-02-06,14:32:14,+0800,737669246600122372,jiggyria,V 🐉,,"if he drive a 5.0, he’s a whore. 🤮",en,[],[],[],0,0,0,[],[],https://twitter.com/jiggyria/status/1357940144297431040,False,https://twitter.com/0sotexas/status/1357929646973743107,0,,,,,,,,[],,,,
1357940138941235201,1357831598264233985,2021-02-06 14:32:13 Malay Peninsula Standard Time,2021-02-06,14:32:13,+0800,3180356105,bakimmiya,Slut,,@biisusunyaaa Uyuyordum bana da yap,tr,[],[],[],0,0,0,[],[],https://twitter.com/bakimmiya/status/1357940138941235201,False,,0,,,,,,,,"[{'screen_name': 'biisusunyaaa', 'name': 'R', 'id': '1300499235050270721'}]",,,,
1357940131190218753,1357940131190218753,2021-02-06 14:32:11 Malay Peninsula Standard Time,2021-02-06,14:32:11,+0800,475408184,skylaabihhh,Slut Em Out 🤤,,"My header life , that’s my lil nigga on God , just missin my otha 2 killas",en,[],[],[],0,0,0,[],[],https://twitter.com/Skylaabihhh/status/1357940131190218753,False,,0,,,,,,,,[],,,,
1357940125318189056,1357939260842721280,2021-02-06 14:32:09 Malay Peninsula Standard Time,2021-02-06,14:32:09,+0800,1045465088604479488,rad420slut,micaceta 🕵🏻‍♀️,,@pinkbblue @mkIiandra sei memo esse teu *** ai,pt,[],[],[],1,0,0,[],[],https://twitter.com/rad420slut/status/1357940125318189056,False,,0,,,,,,,,"[{'screen_name': 'pinkbblue', 'name': '𝔪𝔦𝔰𝔰 𝔦𝔫𝔡𝔢𝔭𝔢𝔫𝔡𝔢𝔫𝔱🕵🏻\u200d♀️🦋✨💗', 'id': '931237995184836609'}, {'screen_name': 'mkIiandra', 'name': '𝖑𝖎𝖆 🕵🏻\u200d♀️', 'id': '4198868957'}]",,,,
1357940108654174209,1357940108654174209,2021-02-06 14:32:05 Malay Peninsula Standard Time,2021-02-06,14:32:05,+0800,963240765882290176,gambitishot,gambit is hot,,Stupid whore,en,[],[],[],0,0,0,[],[],https://twitter.com/gambitishot/status/1357940108654174209,False,,0,,,,,,,,[],,,,
1357940099271581697,1357940099271581697,2021-02-06 14:32:03 Malay Peninsula Standard Time,2021-02-06,14:32:03,+0800,619575102,slut4solana,m,,i have mixed feelings ab Malcolm and Marie,en,[],[],[],0,0,0,[],[],https://twitter.com/slut4solana/status/1357940099271581697,False,,0,,,,,,,,[],,,,
1357940090010542080,1357940036977754112,2021-02-06 14:32:01 Malay Peninsula Standard Time,2021-02-06,14:32:01,+0800,1304973936506089472,kiildabi,fool / ray ੈ♡˳,,for you and only you i am a white mans whore baby,en,[],[],[],1,0,0,[],[],https://twitter.com/kiIldabi/status/1357940090010542080,False,,0,,,,,,,,[],,,,
1357940082620076034,1357938878687023104,2021-02-06 14:31:59 Malay Peninsula Standard Time,2021-02-06,14:31:59,+0800,1088385229444665344,highkeyvarsha,varsha,,istgg women who slut shame other women have the nastiest breath byee 🕴️,en,[],[],[],0,2,6,[],[],https://twitter.com/highkeyvarsha/status/1357940082620076034,False,,0,,,,,,,,[],,,,
1357940080955043841,1357939411229569028,2021-02-06 14:31:59 Malay Peninsula Standard Time,2021-02-06,14:31:59,+0800,42681800,veraptdarzraway,**whistle** SLUT!! **pop**,,@Minne_miraaa SMH...,und,[],[],[],0,0,0,[],[],https://twitter.com/VeraPtDaRzrAway/status/1357940080955043841,False,,0,,,,,,,,"[{'screen_name': 'Minne_miraaa', 'name': 'Miranda👟', 'id': '3429384316'}]",,,,
1357940074650824704,1357940074650824704,2021-02-06 14:31:57 Malay Peninsula Standard Time,2021-02-06,14:31:57,+0800,1045465088604479488,rad420slut,micaceta 🕵🏻‍♀️,,oq é isso — nao digo  https://t.co/Ue3IVs5Kdc,pt,[],['https://curiouscat.qa/frankcccean/post/1181024536'],[],0,0,0,[],[],https://twitter.com/rad420slut/status/1357940074650824704,False,,0,,,,,,,,[],,,,
1357940049397096449,1357940049397096449,2021-02-06 14:31:51 Malay Peninsula Standard Time,2021-02-06,14:31:51,+0800,1332733349186637826,slut4_dua,maca ♡'s posty 🎪,,me parece que estoy suspendida en Instagram ??,es,[],[],[],0,0,0,[],[],https://twitter.com/slut4_dua/status/1357940049397096449,False,,0,,,,,,,,[],,,,
1357940049120288769,1357882748560699392,2021-02-06 14:31:51 Malay Peninsula Standard Time,2021-02-06,14:31:51,+0800,270616773,deadpansavior,Mask up! 😷,,@mattgaetz Nice projection with the whore remark. Low-t has been tossing your ass for years and left you with nothing. Good luck with that!,en,[],[],[],0,0,0,[],[],https://twitter.com/DeadpanSavior/status/1357940049120288769,False,,0,,,,,,,,"[{'screen_name': 'mattgaetz', 'name': 'Matt Gaetz', 'id': '58579942'}]",,,,
